Customer ID,Recency,Frequency,Monetary
12836.0,34,1,846.69
12838.0,96,1,390.79
12839.0,10,3,1089.01
12841.0,10,8,1393.07
12842.0,30,1,310.73
12845.0,12,1,65.09
12852.0,17,1,311.55
12853.0,38,1,427.40000000000003
12854.0,40,1,389.90000000000003
12855.0,95,1,38.1
12857.0,24,1,801.6
12866.0,5,1,559.12
12867.0,20,2,786.95
12868.0,38,3,673.21
12872.0,49,2,599.97
12873.0,4,1,374.0
12875.0,85,1,293.76000000000005
12877.0,10,3,329.46000000000004
12891.0,15,1,42.0
12897.0,24,1,128.8
12908.0,34,1,318.0
12913.0,5,3,866.39
12915.0,94,1,199.65
12916.0,43,1,807.05
12921.0,6,7,3173.38
12924.0,50,1,58.190000000000005
12928.0,81,1,392.34000000000003
12929.0,34,1,117.85
12931.0,20,3,1873.4
12933.0,6,1,110.75
12935.0,41,1,431.63
12939.0,21,2,5309.28
12942.0,88,1,258.75
12944.0,77,1,286.95
12945.0,10,1,462.95
12947.0,59,2,605.7
12951.0,42,2,306.09000000000003
12956.0,28,1,108.07
12957.0,62,1,413.68
12963.0,88,1,365.8
12967.0,80,2,1660.9
12970.0,44,2,23.8
12971.0,6,18,1837.37
12980.0,4,5,3673.7400000000002
12988.0,14,1,505.82
12989.0,20,3,1914.1
12990.0,32,1,97.5
12993.0,20,1,102.89999999999999
12997.0,39,1,305.55
13000.0,87,1,201.75
13001.0,9,4,3468.79
13002.0,40,1,120.94999999999999
13004.0,7,5,1592.04
13008.0,45,1,229.46999999999997
13011.0,94,1,50.550000000000004
13012.0,17,1,377.27000000000004
13013.0,93,2,1528.34
13014.0,3,1,515.38
13018.0,10,2,642.45
13021.0,81,1,157.35000000000002
13027.0,76,1,1440.0
13029.0,75,1,382.5
13030.0,90,1,402.36
13033.0,79,1,190.55
13034.0,91,1,165.86
13038.0,13,1,395.1
13044.0,13,1,560.47
13047.0,31,4,825.53
13048.0,49,1,477.61
13049.0,40,1,153.78
13050.0,26,7,2129.53
13064.0,49,1,203.3
13065.0,95,1,205.86
13068.0,42,1,165.0
13069.0,30,6,1240.09
13077.0,12,3,576.19
13078.0,18,5,1994.31
13081.0,10,5,7467.61
13082.0,60,1,379.44
13085.0,17,1,278.1
13089.0,12,24,15557.62
13090.0,11,5,1796.2
13092.0,81,1,185.45
13093.0,9,7,7527.97
13094.0,5,5,528.96
13097.0,14,3,1663.2
13098.0,27,2,893.6
13102.0,30,7,1881.8
13104.0,77,1,101.76
13107.0,55,1,566.84
13108.0,95,1,350.06
13110.0,5,2,540.15
13113.0,2,6,2838.74
13117.0,41,3,499.93
13118.0,10,1,190.93
13124.0,81,1,1256.32
13126.0,61,3,547.31
13133.0,26,1,52.35
13137.0,31,1,206.63
13138.0,94,1,193.23
13140.0,88,1,158.26
13141.0,37,2,524.57
13144.0,55,1,110.95
13145.0,94,1,295.0
13148.0,35,4,1068.71
13149.0,11,1,376.74
13151.0,17,1,1257.8700000000001
13155.0,49,2,569.2
13157.0,20,1,197.82
13158.0,41,1,256.40999999999997
13161.0,35,1,112.75
13162.0,57,1,753.26
13165.0,73,1,354.64
13166.0,5,1,417.2
13168.0,14,2,821.63
13171.0,21,1,140.35
13173.0,89,1,165.94
13174.0,38,2,2034.06
13178.0,17,2,1124.0
13183.0,57,1,625.04
13184.0,12,1,212.52
13187.0,59,1,236.02
13198.0,40,2,1184.74
13199.0,3,9,1948.96
13208.0,31,1,168.45
13209.0,48,2,430.2
13211.0,83,1,110.7
13221.0,81,1,498.16
13225.0,60,2,2470.44
13230.0,4,5,786.05
13233.0,58,1,304.24
13238.0,82,1,91.15
13240.0,87,1,224.07
13246.0,15,3,1063.16
13253.0,61,1,476.48
13255.0,96,1,225.7
13261.0,8,1,845.1
13263.0,47,1,141.66
13267.0,54,3,933.97
13269.0,83,2,662.1700000000001
13270.0,88,1,590.0
13280.0,38,2,682.96
13284.0,53,1,201.19
13285.0,12,1,666.89
13292.0,6,1,249.57
13295.0,82,1,201.20000000000002
13301.0,14,1,173.91
13304.0,73,1,300.42
13305.0,18,2,288.9
13309.0,30,1,390.71
13310.0,46,1,410.18
13313.0,62,1,307.3
13317.0,81,2,238.05
13319.0,26,7,2769.04
13324.0,35,2,1110.6
13327.0,18,3,947.9000000000001
13328.0,38,1,1308.48
13329.0,89,1,304.2
13330.0,38,1,335.82
13334.0,28,1,1637.19
13345.0,10,1,389.5
13362.0,10,1,812.7
13368.0,59,1,35.400000000000006
13369.0,88,1,308.28000000000003
13370.0,94,1,754.87
13381.0,21,1,416.11
13382.0,3,1,222.99
13385.0,52,1,534.57
13394.0,32,1,313.76
13396.0,41,1,387.27000000000004
13397.0,17,2,601.77
13402.0,94,1,308.28000000000003
13405.0,40,1,160.05
13408.0,20,9,5664.92
13410.0,13,1,250.23999999999998
13414.0,19,1,390.0
13418.0,81,5,1579.62
13421.0,12,1,825.04
13425.0,17,1,401.57
13426.0,59,2,639.4300000000001
13448.0,86,3,829.5400000000001
13451.0,56,1,359.19
13453.0,12,1,185.0
13455.0,88,1,692.94
13458.0,10,4,4170.82
13468.0,10,9,1609.5
13473.0,55,1,241.26
13475.0,20,1,317.12
13476.0,3,1,727.6
13477.0,13,1,185.39999999999998
13487.0,75,1,193.15
13488.0,31,3,3395.76
13489.0,11,2,235.68
13491.0,2,6,803.91
13493.0,9,1,179.35
13494.0,34,1,316.26000000000005
13495.0,82,2,865.4300000000001
13496.0,82,1,501.01
13497.0,5,2,348.05
13501.0,10,1,1340.32
13502.0,46,1,114.6
13506.0,38,2,458.52
13509.0,6,1,209.32
13520.0,47,2,988.52
13523.0,88,1,566.95
13527.0,49,1,110.45
13531.0,88,1,305.45
13534.0,27,8,1029.75
13538.0,38,1,166.8
13539.0,31,1,164.1
13551.0,41,1,91.80000000000001
13552.0,38,1,313.70000000000005
13557.0,3,1,240.68
13564.0,76,2,1174.03
13565.0,56,1,110.17999999999999
13569.0,89,1,109.82000000000001
13576.0,13,4,1687.04
13579.0,91,1,164.70000000000002
13581.0,31,1,118.0
13584.0,28,1,142.4
13590.0,25,1,309.06
13593.0,58,1,559.85
13599.0,5,4,1302.55
13600.0,34,1,219.52
13606.0,34,1,70.02
13610.0,7,1,234.12
13611.0,82,1,303.15000000000003
13614.0,52,1,205.75
13615.0,41,1,417.69
13623.0,19,1,156.0
13627.0,80,1,311.19
13629.0,33,2,1425.0
13630.0,7,1,299.14
13634.0,49,1,334.2
13636.0,7,1,154.5
13649.0,88,1,197.8
13652.0,91,1,308.8
13656.0,59,1,162.70000000000002
13659.0,43,1,1035.2
13666.0,9,2,64.05
13668.0,17,4,1749.0800000000002
13672.0,23,2,186.39000000000001
13675.0,7,1,308.44
13680.0,60,2,2391.59
13684.0,8,1,65.13
13694.0,3,11,14317.5
13700.0,49,2,139.52
13703.0,40,1,99.5
13705.0,96,1,318.14
13706.0,25,1,330.79
13707.0,37,1,583.41
13709.0,37,1,454.3
13715.0,3,5,1077.39
13717.0,20,1,298.05
13718.0,18,1,114.05000000000001
13722.0,5,1,1463.47
13725.0,10,4,1451.93
13728.0,33,1,158.57999999999998
13742.0,9,3,1155.18
13744.0,14,1,817.3199999999999
13747.0,96,1,79.6
13748.0,96,1,204.0
13750.0,19,2,688.8000000000001
13751.0,10,1,296.25
13753.0,9,1,741.26
13754.0,39,1,156.0
13756.0,81,3,1004.4000000000001
13758.0,57,3,1141.25
13764.0,59,1,499.89
13767.0,7,11,4143.82
13769.0,48,2,626.32
13777.0,10,14,8063.16
13782.0,50,1,191.94
13784.0,4,4,426.39
13786.0,89,1,230.39999999999998
13787.0,86,1,106.4
13792.0,9,1,74.60000000000001
13798.0,9,11,11001.4
13799.0,16,1,341.7
13800.0,31,1,558.32
13802.0,34,1,969.74
13804.0,12,1,723.63
13807.0,89,1,112.6
13809.0,27,1,155.05
13815.0,41,1,1012.01
13817.0,74,1,128.7
13819.0,24,3,1140.35
13824.0,32,1,442.88
13831.0,92,1,408.0
13837.0,40,1,109.05
13838.0,92,1,230.66
13842.0,31,3,907.53
13846.0,82,1,411.4
13848.0,20,2,935.0
13851.0,10,1,246.32
13854.0,11,7,2269.2
13859.0,48,1,201.16
13862.0,13,2,678.85
13865.0,12,1,123.30000000000001
13869.0,35,2,886.01
13870.0,10,1,544.03
13871.0,31,1,456.05
13873.0,32,1,121.45
13874.0,80,1,540.45
13875.0,23,1,340.65
13880.0,6,3,508.1
13881.0,34,1,1025.34
13884.0,5,1,138.15
13890.0,81,1,190.35
13893.0,20,1,821.1
13894.0,32,1,160.85
13898.0,48,1,155.93
13901.0,41,1,214.4
13904.0,17,1,201.12
13911.0,20,2,559.27
13922.0,74,1,172.25
13929.0,48,1,412.85
13931.0,3,1,378.21000000000004
13932.0,17,1,307.4
13939.0,34,1,184.5
13941.0,20,2,2118.96
13948.0,83,1,102.0
13951.0,16,1,212.56
13953.0,75,1,500.0
13955.0,27,1,205.1
13959.0,3,2,337.44
13963.0,30,4,664.54
13969.0,44,2,662.83
13971.0,7,1,333.48
13973.0,9,1,264.7
13982.0,48,2,903.8
13983.0,27,4,949.94
13984.0,47,2,284.75
13993.0,11,2,822.85
13999.0,44,2,609.7
14001.0,95,1,301.24
14004.0,11,1,900.02
14006.0,34,1,304.44
14016.0,79,1,753.74
14030.0,27,3,983.73
14031.0,2,6,4526.59
14032.0,78,2,619.42
14035.0,19,1,301.6
14036.0,7,1,626.65
14037.0,87,1,111.8
14040.0,36,3,914.05
14044.0,32,1,170.44
14045.0,60,3,1251.75
14046.0,6,1,154.99
14047.0,59,2,296.22
14048.0,27,1,409.93
14049.0,40,1,1028.08
14051.0,9,6,3126.36
14056.0,6,1,582.37
14057.0,2,5,1936.73
14060.0,13,6,1931.46
14062.0,45,4,3096.39
14068.0,42,1,265.85
14078.0,6,2,306.28999999999996
14081.0,24,2,921.62
14082.0,87,1,182.25
14083.0,76,3,444.36
14085.0,31,6,1960.66
14088.0,44,1,7544.91
14090.0,47,1,76.32000000000001
14092.0,44,3,920.23
14099.0,17,3,818.73
14101.0,16,2,1844.03
14107.0,18,2,621.09
14113.0,77,1,433.5
14114.0,53,1,195.13
14127.0,32,1,314.63
14130.0,41,1,480.91
14133.0,38,1,318.0
14135.0,49,7,1811.91
14142.0,95,1,311.81
14146.0,79,1,1241.43
14147.0,8,1,182.8
14150.0,82,1,306.18
14156.0,5,8,28278.4
14157.0,7,1,269.18
14159.0,85,1,189.92
14161.0,91,1,283.15
14162.0,14,1,177.68
14167.0,53,1,148.35
14175.0,51,1,322.58
14176.0,19,4,576.9000000000001
14180.0,5,10,2235.62
14185.0,53,1,197.65
14188.0,32,1,398.0
14189.0,10,4,1165.49
14194.0,30,1,516.95
14201.0,81,1,67.24000000000001
14209.0,54,1,347.95
14210.0,18,3,977.3900000000001
14211.0,7,2,465.1
14215.0,37,3,922.11
14217.0,33,4,378.8
14220.0,80,1,312.98
14221.0,61,1,312.95
14224.0,42,1,244.3
14227.0,6,1,736.7
14229.0,14,2,762.13
14231.0,11,1,308.95
14233.0,33,2,630.95
14236.0,94,1,189.3
14237.0,95,1,161.0
14238.0,48,1,146.85
14239.0,4,3,795.48
14242.0,48,1,138.35
14243.0,11,4,1139.8
14248.0,40,1,302.58
14256.0,87,1,523.86
14257.0,41,1,620.14
14258.0,21,2,4286.18
14270.0,54,1,492.65000000000003
14276.0,12,1,341.2
14282.0,89,1,571.0
14289.0,11,1,322.24
14290.0,84,1,777.5600000000001
14292.0,5,1,463.0
14293.0,27,2,508.02000000000004
14298.0,10,14,11823.9
14299.0,40,4,1565.94
14307.0,46,2,1270.56
14309.0,18,3,588.39
14312.0,32,2,436.37
14320.0,55,1,352.51
14321.0,56,1,326.82
14329.0,51,1,1547.58
14334.0,42,2,672.57
14341.0,40,2,335.63
14344.0,80,3,355.65000000000003
14346.0,19,1,262.44
14355.0,88,1,174.4
14368.0,42,1,155.0
14371.0,17,1,100.5
14373.0,80,1,76.55
14379.0,17,1,110.98
14386.0,19,1,142.4
14388.0,4,2,714.25
14390.0,95,1,223.7
14395.0,56,2,689.36
14396.0,93,1,110.35000000000001
14401.0,37,2,552.12
14404.0,49,2,391.08
14409.0,41,3,666.1
14410.0,28,1,137.65
14411.0,33,1,1063.0
14413.0,84,1,121.05
14414.0,81,1,217.2
14415.0,26,3,1581.56
14419.0,87,1,124.1
14426.0,35,2,701.17
14428.0,47,1,203.55
14431.0,25,1,470.36
14437.0,88,1,63.0
14438.0,28,1,131.9
14439.0,42,1,2661.24
14440.0,39,2,1185.71
14442.0,39,1,675.58
14443.0,32,2,608.4
14447.0,3,1,265.0
14448.0,86,1,102.35000000000001
14449.0,94,1,210.24
14450.0,43,1,161.03
14457.0,33,1,113.64
14460.0,33,1,30.0
14462.0,30,3,444.02
14465.0,25,1,597.3
14466.0,3,3,1035.65
14467.0,34,1,131.7
14470.0,10,1,297.64
14472.0,7,3,944.1899999999999
14473.0,4,1,85.0
14475.0,27,1,306.55
14477.0,19,1,165.0
14479.0,87,1,174.4
14481.0,9,1,302.86
14483.0,4,1,137.1
14487.0,90,1,125.10000000000001
14491.0,95,1,127.2
14496.0,34,2,538.8100000000001
14497.0,31,1,475.37
14498.0,84,1,166.22
14499.0,1,1,122.87
14501.0,42,1,66.93
14502.0,14,2,445.4
14505.0,59,2,1355.66
14506.0,5,2,554.16
14513.0,11,1,18.75
14514.0,53,1,255.25
14520.0,13,1,165.0
14524.0,3,2,470.05
14525.0,48,2,726.95
14527.0,6,14,2132.14
14530.0,19,1,662.86
14532.0,8,3,792.3000000000001
14533.0,75,1,433.5
14534.0,19,3,770.73
14540.0,31,1,195.9
14541.0,9,4,832.35
14543.0,18,3,946.25
14544.0,83,1,1101.77
14548.0,40,1,326.4
14549.0,33,1,289.24
14553.0,61,1,201.94
14555.0,24,1,186.34
14560.0,5,5,704.47
14562.0,11,2,434.7
14565.0,83,1,1167.41
14570.0,3,2,218.06
14572.0,46,1,331.03
14573.0,4,3,705.1
14576.0,94,1,35.400000000000006
14577.0,85,1,346.90000000000003
14587.0,26,3,511.12
14589.0,94,1,39.75
14594.0,95,1,255.0
14595.0,35,1,163.8
14600.0,28,1,393.33000000000004
14606.0,5,27,4013.35
14608.0,84,1,204.0
14609.0,19,1,144.0
14616.0,7,2,247.68000000000004
14618.0,60,1,211.8
14620.0,6,1,235.35
14621.0,80,1,305.7
14625.0,83,1,585.53
14631.0,21,1,309.5
14639.0,13,2,1235.13
14643.0,80,1,357.94
14644.0,20,1,187.50000000000003
14646.0,12,10,57866.02
14653.0,60,1,344.81
14656.0,5,1,133.11
14657.0,4,2,524.4
14659.0,20,2,774.97
14662.0,38,1,96.95
14665.0,19,3,731.66
14667.0,14,7,2586.25
14669.0,54,2,837.5
14670.0,2,2,392.86
14672.0,58,1,285.28000000000003
14673.0,89,1,373.49
14676.0,5,1,556.32
14680.0,17,5,8284.12
14684.0,84,1,168.36
14688.0,6,6,1700.42
14692.0,21,2,380.85
14696.0,48,2,588.25
14701.0,1,3,892.61
14702.0,3,6,1185.7
14708.0,90,1,419.06
14709.0,39,2,722.05
14713.0,45,3,648.09
14715.0,20,2,247.45
14723.0,80,3,455.65
14729.0,95,1,313.49
14732.0,6,2,673.98
14733.0,25,6,6940.72
14735.0,32,5,1016.85
14737.0,75,1,434.0
14738.0,38,1,204.77
14739.0,60,2,943.44
14740.0,6,1,521.1
14741.0,84,2,495.3
14744.0,20,5,928.03
14745.0,7,1,240.60000000000002
14748.0,91,2,470.42
14754.0,17,1,228.26999999999998
14755.0,18,2,994.48
14760.0,19,1,89.2
14761.0,57,1,97.5
14766.0,88,1,180.4
14769.0,47,2,870.99
14770.0,45,1,278.6
14775.0,94,1,406.56
14776.0,34,1,558.36
14778.0,31,1,334.05
14779.0,2,3,386.15
14782.0,42,1,200.10000000000002
14784.0,46,1,114.68
14794.0,56,1,179.1
14796.0,3,6,2285.39
14798.0,32,1,75.68
14800.0,57,3,1753.6399999999999
14803.0,14,1,542.15
14805.0,36,1,109.25
14810.0,8,4,641.74
14813.0,92,2,152.88
14821.0,89,1,48.800000000000004
14825.0,19,3,631.87
14828.0,59,1,582.0
14829.0,83,2,385.33
14841.0,11,2,991.95
14842.0,30,1,310.0
14849.0,20,8,1428.03
14850.0,34,1,325.75
14865.0,94,1,37.2
14866.0,88,1,103.67999999999999
14867.0,58,1,300.74
14871.0,83,1,120.95
14878.0,15,2,433.89000000000004
14880.0,10,1,129.2
14889.0,58,1,135.9
14895.0,12,1,2346.34
14896.0,87,1,257.22
14897.0,19,1,175.5
14898.0,24,3,424.05
14901.0,83,3,497.04999999999995
14903.0,1,1,529.88
14907.0,83,3,960.69
14911.0,2,25,15524.09
14913.0,81,1,300.87
14916.0,46,1,295.05
14932.0,88,1,363.53
14934.0,5,1,828.84
14935.0,19,1,1784.71
14944.0,18,2,754.29
14952.0,8,3,2183.83
14959.0,18,1,178.66
14961.0,20,3,2103.03
14970.0,38,1,337.5
14976.0,49,1,155.95
14978.0,12,3,1132.4
14985.0,80,1,119.77
14987.0,88,1,163.2
14995.0,2,1,119.31
15002.0,19,3,1147.5900000000001
15005.0,3,5,1102.26
15012.0,95,1,188.56
15018.0,90,1,111.25
15021.0,89,1,198.09
15023.0,47,2,984.35
15024.0,19,3,680.59
15028.0,90,1,185.97
15031.0,4,1,150.83
15032.0,88,2,2770.6
15033.0,51,1,556.55
15034.0,1,3,1650.6100000000001
15038.0,92,1,118.88
15039.0,7,13,6130.42
15044.0,17,7,3168.6
15046.0,8,5,1188.19
15048.0,91,1,98.7
15052.0,41,1,207.73000000000002
15053.0,4,1,222.65
15057.0,38,1,1131.0
15058.0,22,3,470.57
15059.0,19,3,369.91
15061.0,4,20,23524.14
15062.0,7,2,460.98
15065.0,13,1,773.66
15067.0,5,1,848.05
15070.0,95,1,106.2
15078.0,9,7,2218.64
15079.0,37,2,509.24
15081.0,89,1,111.15
15087.0,4,1,306.94
15090.0,30,1,381.32
15092.0,5,1,323.16
15093.0,9,3,2603.21
15100.0,56,3,876.0
15101.0,81,1,102.28
15104.0,4,1,374.64
15107.0,33,6,319.5
15110.0,41,1,169.65
15111.0,95,1,288.5
15114.0,24,1,259.05
15121.0,10,1,295.15
15122.0,20,1,397.04
15129.0,14,1,355.40000000000003
15133.0,24,1,333.2
15139.0,58,1,122.10000000000001
15144.0,34,1,378.32
15146.0,13,1,834.22
15157.0,80,1,1085.46
15159.0,38,4,2698.12
15160.0,79,1,158.16
15164.0,61,1,168.44
15165.0,95,1,487.75
15167.0,42,1,158.8
15171.0,53,1,1289.5
15174.0,45,1,135.75
15179.0,41,1,1285.62
15180.0,89,1,87.5
15189.0,4,5,1619.72
15192.0,87,1,315.0
15194.0,6,6,2513.73
15197.0,80,1,556.5
15199.0,30,1,353.09999999999997
15203.0,33,1,211.94
15204.0,79,1,316.58
15208.0,75,1,65.4
15211.0,87,1,383.07
15213.0,40,2,328.35
15218.0,41,1,581.66
15220.0,3,1,316.11
15221.0,88,1,403.25
15222.0,41,1,585.0
15224.0,80,2,322.08
15226.0,33,1,154.41
15227.0,6,2,625.07
15228.0,17,1,904.85
15235.0,7,9,1460.94
15236.0,21,1,321.05
15240.0,34,1,312.9
15241.0,6,1,395.33
15246.0,81,1,186.0
15257.0,5,1,317.15
15260.0,95,2,420.5
15262.0,46,1,178.95000000000002
15266.0,60,1,119.3
15270.0,24,3,1013.5
15271.0,60,2,364.84999999999997
15279.0,77,1,290.51
15281.0,9,2,1014.57
15288.0,87,1,165.65
15290.0,17,4,852.8299999999999
15291.0,48,4,1372.19
15296.0,49,1,1199.33
15298.0,47,3,873.08
15299.0,94,3,1835.01
15301.0,90,1,673.37
15303.0,12,1,574.02
15304.0,4,2,228.60000000000002
15311.0,2,28,15185.1
15312.0,76,1,289.74
15316.0,49,1,165.0
15319.0,5,1,204.5
15321.0,14,1,1159.47
15326.0,56,1,311.71
15332.0,88,4,1661.06
15339.0,40,1,257.9
15346.0,55,1,252.42000000000002
15347.0,88,1,201.60000000000002
15350.0,95,1,115.65
15351.0,92,1,274.67
15353.0,90,1,311.65
15356.0,19,3,590.21
15358.0,2,8,3456.9
15361.0,84,1,418.92
15363.0,94,1,326.0
15365.0,37,1,208.61
15366.0,80,1,105.54
15370.0,19,2,754.22
15373.0,12,4,900.0
15379.0,45,3,2682.09
15380.0,87,1,230.10000000000002
15382.0,18,1,1019.42
15384.0,82,1,303.57
15392.0,82,1,338.98
15393.0,3,1,124.10000000000001
15394.0,80,1,587.66
15395.0,47,1,107.45
15397.0,12,1,94.0
15400.0,1,1,346.1
15406.0,23,1,252.29
15407.0,27,1,165.0
15415.0,35,1,559.61
15416.0,5,1,1375.24
15421.0,32,1,295.06
15422.0,45,2,97.7
15426.0,91,1,382.57
15443.0,42,1,437.71
15447.0,53,1,155.17
15448.0,35,1,494.64
15454.0,84,1,179.1
15456.0,5,3,434.59000000000003
15460.0,76,1,214.26
15464.0,60,1,1044.65
15465.0,1,7,2869.16
15482.0,81,2,548.44
15485.0,58,2,1268.13
15497.0,42,1,970.6
15498.0,42,5,3504.64
15502.0,90,3,929.4
15503.0,85,1,141.04
15510.0,53,1,250.0
15512.0,82,1,101.2
15513.0,39,5,2414.26
15514.0,3,5,2116.7400000000002
15518.0,40,3,618.95
15525.0,95,1,274.93
15527.0,38,2,580.3
15529.0,46,3,570.89
15532.0,80,1,353.8
15535.0,49,2,259.04
15543.0,10,1,127.86
15544.0,10,3,1199.1200000000001
15545.0,93,1,135.32999999999998
15547.0,7,4,1413.83
15549.0,38,1,930.3000000000001
15550.0,23,1,137.89999999999998
15555.0,83,3,989.82
15562.0,74,1,134.55
15563.0,81,1,270.19
15569.0,54,1,288.5
15570.0,6,6,1967.39
15574.0,80,3,563.54
15577.0,27,1,29.65
15579.0,36,1,195.35
15581.0,76,4,323.86
15587.0,74,1,344.88
15589.0,33,1,184.95
15596.0,3,3,1080.5
15601.0,17,7,3790.2000000000003
15602.0,34,4,404.75
15605.0,12,2,377.6
15606.0,1,4,1194.67
15607.0,58,1,104.76
15611.0,3,2,204.0
15615.0,20,5,2435.1
15620.0,80,1,424.49
15622.0,4,1,576.0
15626.0,52,1,281.88
15628.0,89,1,319.18
15636.0,4,1,306.7
15640.0,21,5,4278.38
15641.0,4,2,762.16
15643.0,4,1,337.1
15646.0,94,1,189.8
15649.0,58,2,816.0
15656.0,6,1,242.95
15658.0,32,2,576.4000000000001
15660.0,5,2,364.3
15661.0,39,2,309.8
15670.0,19,1,173.05
15673.0,49,1,880.26
15675.0,2,1,45.0
15676.0,6,1,897.8
15680.0,88,1,478.89
15681.0,2,1,345.68
15687.0,11,3,1032.55
15689.0,84,1,103.5
15694.0,53,4,1245.12
15696.0,37,3,777.51
15708.0,8,4,1513.3600000000001
15709.0,6,1,133.25
15712.0,10,1,299.8
15713.0,88,1,171.15
15716.0,91,1,529.4
15719.0,4,3,1042.7
15722.0,12,1,324.05
15723.0,87,1,190.7
15724.0,7,1,103.65
15727.0,53,2,2071.7
15732.0,94,1,138.1
15733.0,5,1,162.3
15738.0,8,4,1285.14
15749.0,54,2,22998.4
15750.0,5,3,610.92
15752.0,95,1,259.65000000000003
15753.0,26,1,79.2
15755.0,17,1,314.68
